Personnel ID,First Name,Last Name,Gender Description,Age,Duty Description,Duty Location,"Employee Status 
(1-4)",Pay Grade,Start Date
HI967381,Richard,Davis, Male,23,CNC Machinist , Outfitting Docks,3,22,4/25/2022
HI915615,Richard,Johnson, Male,65,CNC Machinist , Wet Docks,2,22,4/18/2022
HI219472,Sarah,Johnson, Unknown,46,CNC Machinist , Paint Shops,2,25,4/18/2022
HI054371,John,Smith, Male,59,CNC Machinist , Slipways,4,28,4/11/2022
HI433307,James,Smith, Male,27,CNC Machinist , Paint Shops,3,22,4/11/2022
HI881901,Richard,Jones, Male,48,CNC Machinist , Storage Areas,4,22,4/11/2022
HI642611,Elizabeth,Brown, Female,19,CNC Machinist , Storage Areas,4,18,4/11/2022
HI893922,Mary,Miller, Female,32,CNC Machinist , Storage Areas,3,28,4/11/2022
HI890226,Jennifer,Davis, Female,55,CNC Machinist , Cranes and Heavy Lifting Equipment,4,18,4/4/2022
HI241872,Robert,Miller, Male,40,CNC Machinist , Testing Facilities,3,22,3/21/2022
HI149094,Michael,Smith, Unknown,24,CNC Machinist , Cranes and Heavy Lifting Equipment,2,18,3/21/2022
HI493113,Richard,Johnson, Male,50,CNC Machinist , Cranes and Heavy Lifting Equipment,4,28,3/21/2022
HI395893,Patricia,Miller, Female,35,CNC Machinist , Slipways,4,25,3/21/2022
HI640800,Michael,Garcia, Male,36,CNC Machinist , Testing Facilities,4,25,3/21/2022
HI748532,Charles,Miller, Unknown,34,CNC Machinist , Outfitting Docks,3,25,3/21/2022
HI775821,Jennifer,Brown, Female,48,CNC Machinist , Outfitting Docks,4,22,3/21/2022
HI002291,Patricia,Miller, Female,27,CNC Machinist , Paint Shops,4,25,3/7/2022
HI615128,Jessica,Brown, Female,57,CNC Machinist , Cranes and Heavy Lifting Equipment,2,18,3/7/2022
HI656154,Michael,Martinez, Male,30,CNC Machinist , Wet Docks,3,28,2/28/2022
HI091802,Barbara,Johnson, Female,57,CNC Machinist , Fabrication Shops,3,28,2/21/2022
HI112080,Jennifer,Johnson, Female,36,CNC Machinist , Storage Areas,4,25,2/21/2022
HI349244,David,Brown, Male,51,CNC Machinist , Cranes and Heavy Lifting Equipment,2,25,2/14/2022
HI523164,Mary,Rodriguez, Female,30,CNC Machinist , Storage Areas,1,18,2/14/2022
HI718378,Elizabeth,Rodriguez, Unknown,18,CNC Machinist , Testing Facilities,1,28,2/7/2022
HI481296,Patricia,Martinez, Female,34,CNC Machinist , Cranes and Heavy Lifting Equipment,4,18,2/7/2022
HI648091,Susan,Williams, Female,30,CNC Machinist , Paint Shops,2,18,2/7/2022
HI753403,David,Smith, Male,18,CNC Machinist , Outfitting Docks,3,25,1/31/2022
HI576771,John,Williams, Male,18,CNC Machinist , Testing Facilities,3,22,1/31/2022
HI882000,Sarah,Miller, Female,45,CNC Machinist , Slipways,4,18,1/24/2022
HI071557,Joseph,Rodriguez, Male,55,CNC Machinist , Administrative Offices,2,25,1/24/2022
HI541560,Patricia,Brown, Unknown,50,CNC Machinist , Fabrication Shops,2,18,1/17/2022
HI246784,Michael,Martinez, Male,23,CNC Machinist , Slipways,3,18,1/17/2022
HI956434,Thomas,Brown, Male,23,CNC Machinist , Cranes and Heavy Lifting Equipment,3,28,1/17/2022
HI261614,David,Jones, Male,55,CNC Machinist , Wet Docks,3,25,1/3/2022
HI376705,Sarah,Johnson, Female,55,CNC Machinist , Storage Areas,1,25,1/3/2022
HI819348,Mary,Rodriguez, Female,63,Foreman (Multiple Shifts) , Slipways,1,18,1/3/2022
HI253250,John,Johnson, Male,38,CNC Machinist , Administrative Offices,3,28,12/27/2021
HI068483,Barbara,Rodriguez, Female,59,CNC Machinist , Administrative Offices,4,22,12/27/2021
HI400007,William,Jones, Male,37,CNC Machinist , Outfitting Docks,3,28,12/20/2021
HI087283,Joseph,Miller, Male,36,Foreman (Multiple Shifts) , Dry Docks,3,25,12/13/2021
HI454895,Elizabeth,Brown, Female,42,CNC Machinist , Cranes and Heavy Lifting Equipment,4,25,11/29/2021
HI872006,Charles,Jones, Male,33,CNC Machinist , Storage Areas,1,28,11/29/2021
HI586108,Sarah,Martinez, Unknown,48,CNC Machinist , Wet Docks,3,18,11/22/2021
HI779187,Charles,Williams, Unknown,57,CNC Machinist , Outfitting Docks,2,28,11/22/2021
HI014364,Patricia,Miller, Unknown,46,Foreman (Multiple Shifts) , Wet Docks,2,18,11/22/2021
HI889664,Robert,Rodriguez, Male,65,Foreman (Multiple Shifts) , Wet Docks,4,22,11/22/2021
HI758340,Patricia,Miller, Female,63,Foreman (Multiple Shifts) , Testing Facilities,1,22,11/22/2021
HI626443,John,Garcia, Male,54,Foreman (Multiple Shifts) , Storage Areas,4,18,11/22/2021
HI095689,William,Davis, Male,58,Foreman (Multiple Shifts) , Paint Shops,2,22,11/15/2021
HI065667,Richard,Rodriguez, Male,59,CNC Machinist , Dry Docks,4,25,11/8/2021
HI395651,Richard,Rodriguez, Male,33,Foreman (Multiple Shifts) , Testing Facilities,4,25,11/1/2021
HI503025,Thomas,Williams, Male,42,Foreman (Multiple Shifts) , Storage Areas,1,25,11/1/2021
HI707906,David,Martinez, Male,52,CNC Machinist , Paint Shops,1,28,10/25/2021
HI443663,Richard,Brown, Male,38,Foreman (Multiple Shifts) , Testing Facilities,3,18,10/25/2021
HI217476,John,Jones, Unknown,32,Foreman (Multiple Shifts) , Storage Areas,2,18,10/25/2021
HI714087,Elizabeth,Rodriguez, Female,63,Foreman (Multiple Shifts) , Slipways,1,22,10/18/2021
HI890449,Susan,Jones, Female,39,Foreman (Multiple Shifts) , Slipways,4,25,10/18/2021
HI628092,John,Brown, Male,30,CNC Machinist , Storage Areas,4,28,10/11/2021
HI113296,Linda,Martinez, Female,28,CNC Machinist , Dry Docks,3,28,10/11/2021
HI683937,Robert,Davis, Male,41,CNC Machinist , Slipways,1,25,10/11/2021
HI711127,David,Brown, Male,35,Foreman (Multiple Shifts) , Cranes and Heavy Lifting Equipment,1,22,10/11/2021
HI605853,David,Johnson, Male,21,CNC Machinist , Slipways,1,28,10/4/2021
HI659179,Jessica,Johnson, Female,30,Foreman (Multiple Shifts) , Outfitting Docks,3,22,10/4/2021
HI493706,Linda,Garcia, Female,32,Foreman (Multiple Shifts) , Storage Areas,3,22,10/4/2021
HI294144,Linda,Brown, Female,60,Foreman (Multiple Shifts) , Testing Facilities,3,22,10/4/2021
HI858772,Mary,Martinez, Female,28,Foreman (Multiple Shifts) , Fabrication Shops,4,25,10/4/2021
HI937630,Linda,Garcia, Unknown,39,CNC Machinist , Testing Facilities,4,22,9/27/2021
HI017428,Susan,Garcia, Female,43,CNC Machinist , Administrative Offices,4,22,9/27/2021
HI931390,John,Davis, Male,53,Foreman (Multiple Shifts) , Paint Shops,3,18,9/20/2021
HI286562,Susan,Davis, Female,62,CNC Machinist , Storage Areas,1,18,9/13/2021
HI263140,Jessica,Martinez, Female,27,Foreman (Multiple Shifts) , Cranes and Heavy Lifting Equipment,2,28,9/13/2021
HI862786,James,Williams, Male,21,Foreman (Multiple Shifts) , Paint Shops,3,28,9/13/2021
HI435044,Barbara,Jones, Female,65,Foreman (Multiple Shifts) , Paint Shops,2,28,9/13/2021
HI221640,Robert,Miller, Male,38,CNC Machinist , Outfitting Docks,4,22,9/6/2021
HI338890,Robert,Miller, Male,38,CNC Machinist , Testing Facilities,2,22,9/6/2021
HI636216,Sarah,Johnson, Female,45,Foreman (Multiple Shifts) , Storage Areas,1,28,9/6/2021
HI847365,Linda,Davis, Female,56,CNC Machinist , Wet Docks,2,25,8/30/2021
HI528491,Karen,Williams, Female,40,CNC Machinist , Outfitting Docks,2,25,8/30/2021
HI347632,Charles,Martinez, Male,27,Foreman (Multiple Shifts) , Dry Docks,3,22,8/30/2021
HI781922,Karen,Johnson, Female,22,Foreman (Multiple Shifts) , Storage Areas,2,25,8/30/2021
HI492615,Sarah,Brown, Female,59,Foreman (Multiple Shifts) , Testing Facilities,3,25,8/30/2021
HI247792,Michael,Davis, Male,25,Foreman (Multiple Shifts) , Storage Areas,3,22,8/23/2021
HI319544,Jennifer,Rodriguez, Female,46,CNC Machinist , Fabrication Shops,1,18,8/16/2021
HI217484,Barbara,Davis, Female,33,CNC Machinist , Paint Shops,4,22,8/9/2021
HI186210,Thomas,Smith, Male,20,CNC Machinist , Testing Facilities,3,22,8/9/2021
HI599438,Mary,Martinez, Female,33,Foreman (Multiple Shifts) , Slipways,1,18,8/9/2021
HI232017,Joseph,Garcia, Male,41,CNC Machinist , Storage Areas,3,22,7/26/2021
HI871821,John,Brown, Male,57,CNC Machinist , Dry Docks,1,18,7/26/2021
HI656223,David,Brown, Unknown,37,CNC Machinist , Dry Docks,4,25,7/19/2021
HI686133,Joseph,Johnson, Male,32,CNC Machinist , Dry Docks,3,28,7/19/2021
HI082736,Susan,Davis, Female,42,Foreman (Multiple Shifts) , Outfitting Docks,4,18,7/19/2021
HI145356,Susan,Miller, Female,43,Foreman (Multiple Shifts) , Slipways,2,22,7/19/2021
HI030832,Patricia,Brown, Female,60,Foreman (Multiple Shifts) , Fabrication Shops,2,25,7/19/2021
HI723450,John,Miller, Male,39,Foreman (Multiple Shifts) , Outfitting Docks,3,22,7/5/2021
HI186854,Mary,Rodriguez, Female,39,CNC Machinist , Fabrication Shops,1,22,6/28/2021
HI709905,Jessica,Williams, Female,49,Foreman (Multiple Shifts) , Cranes and Heavy Lifting Equipment,2,22,6/28/2021
HI886957,Karen,Johnson, Female,28,CNC Machinist , Fabrication Shops,3,22,6/21/2021
HI233269,William,Davis, Unknown,55,Foreman (Multiple Shifts) , Cranes and Heavy Lifting Equipment,3,18,6/21/2021
HI045379,Mary,Rodriguez, Female,31,CNC Machinist , Storage Areas,1,18,6/7/2021
HI313615,Mary,Williams, Female,43,CNC Machinist , Paint Shops,3,18,5/31/2021
HI410217,Thomas,Miller, Male,56,CNC Machinist , Paint Shops,4,22,5/24/2021
HI650705,Linda,Jones, Unknown,43,Foreman (Multiple Shifts) , Administrative Offices,4,18,5/24/2021
HI502789,Patricia,Brown, Female,47,Foreman (Multiple Shifts) , Fabrication Shops,2,22,5/17/2021
HI201294,Joseph,Rodriguez, Male,39,CNC Machinist , Storage Areas,4,22,5/10/2021
HI672836,Joseph,Jones, Male,64,Foreman (Multiple Shifts) , Storage Areas,2,28,5/10/2021
HI111528,William,Rodriguez, Unknown,57,Foreman (Multiple Shifts) , Cranes and Heavy Lifting Equipment,1,18,5/10/2021
HI067556,Jennifer,Rodriguez, Female,35,Foreman (Multiple Shifts) , Outfitting Docks,4,22,5/10/2021
HI882171,Robert,Davis, Unknown,47,CNC Machinist , Paint Shops,3,25,5/3/2021
HI965668,David,Jones, Male,55,Foreman (Multiple Shifts) , Slipways,2,22,5/3/2021
HI590635,Jessica,Miller, Female,52,CNC Machinist , Storage Areas,4,28,4/19/2021
HI779443,Sarah,Smith, Female,49,CNC Machinist , Wet Docks,1,22,4/12/2021
HI836102,James,Brown, Male,49,CNC Machinist , Paint Shops,1,25,4/12/2021
HI450737,Robert,Jones, Male,18,Foreman (Multiple Shifts) , Outfitting Docks,1,18,4/12/2021
HI925773,James,Davis, Male,47,CNC Machinist , Testing Facilities,2,22,4/5/2021
HI767098,James,Johnson, Male,21,CNC Machinist , Administrative Offices,3,22,4/5/2021
HI153431,Karen,Garcia, Female,42,Foreman (Multiple Shifts) , Storage Areas,3,18,4/5/2021
HI032608,Richard,Williams, Male,22,CNC Machinist , Paint Shops,4,18,3/29/2021
HI417300,Thomas,Jones, Male,65,CNC Machinist , Storage Areas,1,18,3/22/2021
HI016104,Jennifer,Brown, Female,40,CNC Machinist , Slipways,4,28,3/15/2021
HI797706,Elizabeth,Miller, Female,18,CNC Machinist , Testing Facilities,3,22,3/8/2021
HI933428,Jennifer,Garcia, Female,52,CNC Machinist , Testing Facilities,3,25,3/8/2021
HI407574,Linda,Davis, Female,40,Foreman (Multiple Shifts) , Fabrication Shops,4,28,3/8/2021
HI120156,Sarah,Smith, Female,29,CNC Machinist , Dry Docks,4,18,3/1/2021
HI590629,Susan,Jones, Female,64,CNC Machinist , Wet Docks,3,25,3/1/2021
HI484472,James,Jones, Male,57,Foreman (Multiple Shifts) , Fabrication Shops,1,18,3/1/2021
HI506453,Elizabeth,Garcia, Female,30,Foreman (Multiple Shifts) , Slipways,3,25,3/1/2021
HI621493,Mary,Williams, Female,52,Foreman (Multiple Shifts) , Slipways,4,28,3/1/2021
HI341103,Richard,Johnson, Male,48,CNC Machinist , Wet Docks,1,18,2/22/2021
HI263182,David,Smith, Male,50,CNC Machinist , Paint Shops,1,25,2/22/2021
HI076355,Jennifer,Smith, Female,40,CNC Machinist , Testing Facilities,1,25,2/22/2021
HI674384,Sarah,Jones, Female,37,Foreman (Multiple Shifts) , Outfitting Docks,4,22,2/22/2021
HI816064,Richard,Garcia, Unknown,21,Foreman (Multiple Shifts) , Outfitting Docks,2,28,2/22/2021
HI011481,Jessica,Williams, Female,64,Foreman (Multiple Shifts) , Cranes and Heavy Lifting Equipment,3,28,2/22/2021
HI683731,Karen,Williams, Unknown,36,CNC Machinist , Dry Docks,2,28,2/15/2021
HI682681,Charles,Miller, Male,49,Foreman (Multiple Shifts) , Fabrication Shops,2,18,2/15/2021
HI397480,Barbara,Garcia, Unknown,37,Foreman (Multiple Shifts) , Administrative Offices,4,22,2/15/2021
HI626447,James,Williams, Male,39,CNC Machinist , Dry Docks,3,18,2/8/2021
HI534608,Barbara,Martinez, Female,34,CNC Machinist , Wet Docks,4,25,1/25/2021
HI154211,Patricia,Jones, Female,19,Foreman (Multiple Shifts) , Outfitting Docks,3,28,1/25/2021
HI631147,Robert,Johnson, Male,55,Foreman (Multiple Shifts) , Slipways,4,28,1/25/2021
HI787948,David,Jones, Male,62,Foreman (Multiple Shifts) , Dry Docks,3,18,1/25/2021
HI279870,Elizabeth,Jones, Female,64,CNC Machinist , Cranes and Heavy Lifting Equipment,3,18,1/18/2021
HI204235,Barbara,Smith, Female,33,CNC Machinist , Storage Areas,3,22,1/11/2021
HI781336,Richard,Davis, Male,62,Foreman (Multiple Shifts) , Slipways,4,18,1/11/2021
HI348332,Joseph,Johnson, Male,36,Foreman (Multiple Shifts) , Dry Docks,2,28,1/4/2021
HI095723,Joseph,Smith, Male,18,CNC Machinist , Storage Areas,2,22,12/28/2020
HI938457,Elizabeth,Miller, Female,28,Foreman (Multiple Shifts) , Administrative Offices,4,25,12/14/2020
HI127671,Barbara,Garcia, Female,50,Foreman (Multiple Shifts) , Storage Areas,3,22,12/7/2020
HI022196,Jennifer,Garcia, Female,47,CNC Machinist , Dry Docks,1,25,11/16/2020
HI941891,Charles,Martinez, Male,37,CNC Machinist , Slipways,4,18,11/16/2020
HI806964,Elizabeth,Garcia, Female,24,Foreman (Multiple Shifts) , Outfitting Docks,2,25,11/16/2020
HI218728,Susan,Davis, Female,21,Foreman (Multiple Shifts) , Fabrication Shops,1,28,11/9/2020
HI544601,Sarah,Johnson, Female,60,Foreman (Multiple Shifts) , Testing Facilities,4,22,11/9/2020
HI552175,Robert,Johnson, Male,41,Foreman (Multiple Shifts) , Fabrication Shops,4,18,11/2/2020
HI015596,Susan,Davis, Female,62,CNC Machinist , Cranes and Heavy Lifting Equipment,2,28,10/26/2020
HI587244,Robert,Davis, Male,45,CNC Machinist , Wet Docks,3,22,10/26/2020
HI890476,Karen,Rodriguez, Female,36,Foreman (Multiple Shifts) , Fabrication Shops,3,18,10/26/2020
HI827632,Joseph,Rodriguez, Male,33,CNC Machinist , Storage Areas,3,28,10/19/2020
HI281026,Michael,Williams, Male,61,Foreman (Multiple Shifts) , Dry Docks,2,28,10/19/2020
HI264843,David,Jones, Male,46,Foreman (Multiple Shifts) , Fabrication Shops,1,22,10/5/2020
HI935500,David,Smith, Male,61,CNC Machinist , Slipways,2,28,9/28/2020
HI074500,William,Williams, Unknown,58,CNC Machinist , Cranes and Heavy Lifting Equipment,2,28,9/28/2020
HI466959,Sarah,Johnson, Female,28,Foreman (Multiple Shifts) , Storage Areas,2,25,9/28/2020
HI498702,Charles,Jones, Male,49,Foreman (Multiple Shifts) , Storage Areas,4,22,9/21/2020
HI449810,Jessica,Brown, Female,47,CNC Machinist , Administrative Offices,1,25,9/14/2020
HI994910,Patricia,Martinez, Female,30,CNC Machinist , Testing Facilities,4,18,9/14/2020
HI134625,Sarah,Miller, Female,62,Foreman (Multiple Shifts) , Testing Facilities,2,25,9/14/2020
HI511674,Karen,Williams, Female,55,CNC Machinist , Cranes and Heavy Lifting Equipment,1,25,9/7/2020
HI754894,David,Davis, Male,24,Foreman (Multiple Shifts) , Administrative Offices,3,25,9/7/2020
HI620974,Richard,Smith, Male,27,Foreman (Multiple Shifts) , Dry Docks,1,28,9/7/2020
HI161890,Barbara,Garcia, Female,56,Foreman (Multiple Shifts) , Storage Areas,3,28,9/7/2020
HI675072,Richard,Smith, Unknown,58,Foreman (Multiple Shifts) , Testing Facilities,2,22,9/7/2020
HI052972,James,Williams, Male,34,Foreman (Multiple Shifts) , Cranes and Heavy Lifting Equipment,3,22,8/31/2020
HI077000,Elizabeth,Jones, Female,63,CNC Machinist , Dry Docks,3,28,8/24/2020
HI027587,Richard,Garcia, Male,23,Foreman (Multiple Shifts) , Administrative Offices,1,22,8/24/2020
HI129533,Michael,Smith, Male,58,Foreman (Multiple Shifts) , Outfitting Docks,3,18,8/17/2020
HI909252,Sarah,Martinez, Female,61,Foreman (Multiple Shifts) , Outfitting Docks,4,25,8/17/2020
HI335479,John,Brown, Male,36,Foreman (Multiple Shifts) , Outfitting Docks,1,18,8/10/2020
HI605170,William,Smith, Male,27,CNC Machinist , Cranes and Heavy Lifting Equipment,3,28,8/3/2020
HI647580,Patricia,Martinez, Female,31,CNC Machinist , Storage Areas,4,25,8/3/2020
HI828553,William,Brown, Male,57,Foreman (Multiple Shifts) , Testing Facilities,3,22,8/3/2020
HI106528,David,Brown, Male,54,Foreman (Multiple Shifts) , Wet Docks,2,25,8/3/2020
HI649332,Richard,Johnson, Male,55,Foreman (Multiple Shifts) , Dry Docks,3,18,8/3/2020
HI636018,Jessica,Rodriguez, Unknown,30,CNC Machinist , Administrative Offices,3,18,7/27/2020
HI541868,Mary,Davis, Female,55,Foreman (Multiple Shifts) , Administrative Offices,3,25,7/27/2020
HI454831,Patricia,Jones, Unknown,52,Foreman (Multiple Shifts) , Cranes and Heavy Lifting Equipment,4,22,7/27/2020
HI706235,Sarah,Brown, Female,61,Foreman (Multiple Shifts) , Paint Shops,2,18,7/27/2020
HI417144,Susan,Martinez, Female,45,CNC Machinist , Slipways,2,22,7/20/2020
HI536486,Mary,Davis, Female,44,Foreman (Multiple Shifts) , Paint Shops,4,25,7/20/2020
HI639315,Sarah,Jones, Female,50,CNC Machinist , Storage Areas,4,22,7/13/2020
HI148182,Richard,Davis, Male,61,CNC Machinist , Outfitting Docks,1,22,7/13/2020
HI976160,James,Jones, Male,38,CNC Machinist , Paint Shops,4,22,7/6/2020
HI837216,Michael,Jones, Male,32,CNC Machinist , Administrative Offices,2,25,7/6/2020
HI607431,Richard,Rodriguez, Male,35,CNC Machinist , Fabrication Shops,3,28,7/6/2020
HI711379,Robert,Johnson, Male,38,CNC Machinist , Fabrication Shops,1,25,7/6/2020
HI228002,Karen,Martinez, Unknown,45,CNC Machinist , Storage Areas,2,28,6/29/2020
HI465417,Charles,Garcia, Male,19,Foreman (Multiple Shifts) , Outfitting Docks,2,22,6/22/2020
HI421247,William,Garcia, Male,56,CNC Machinist , Dry Docks,3,18,6/8/2020
HI572269,William,Johnson, Male,61,CNC Machinist , Administrative Offices,3,25,6/8/2020
HI081729,Joseph,Johnson, Male,51,CNC Machinist , Fabrication Shops,3,25,6/8/2020
HI575468,Charles,Davis, Male,22,Foreman (Multiple Shifts) , Dry Docks,2,28,6/8/2020
HI925078,Jennifer,Jones, Female,21,CNC Machinist , Paint Shops,3,28,6/1/2020
HI238300,Robert,Jones, Male,18,CNC Machinist , Outfitting Docks,2,18,5/25/2020
HI107485,Jessica,Johnson, Female,59,Foreman (Multiple Shifts) , Cranes and Heavy Lifting Equipment,2,25,5/25/2020
HI508500,John,Davis, Male,18,Foreman (Multiple Shifts) , Cranes and Heavy Lifting Equipment,2,18,5/25/2020
HI564328,William,Garcia, Male,65,CNC Machinist , Outfitting Docks,2,18,5/18/2020
HI081429,Jennifer,Johnson, Female,64,CNC Machinist , Storage Areas,1,18,5/18/2020
HI485286,Michael,Davis, Male,29,CNC Machinist , Dry Docks,3,25,5/18/2020
HI299671,Elizabeth,Smith, Female,57,Foreman (Multiple Shifts) , Testing Facilities,3,25,5/18/2020
HI817343,John,Martinez, Male,28,Foreman (Multiple Shifts) , Slipways,2,22,5/18/2020
HI343751,Joseph,Brown, Male,21,Foreman (Multiple Shifts) , Fabrication Shops,1,22,5/18/2020
HI955893,Joseph,Davis, Male,62,Foreman (Multiple Shifts) , Storage Areas,2,28,5/11/2020
HI603995,Elizabeth,Rodriguez, Female,52,CNC Machinist , Storage Areas,1,22,5/4/2020
HI604990,Thomas,Smith, Male,28,CNC Machinist , Fabrication Shops,4,22,5/4/2020
HI856024,Joseph,Martinez, Male,30,CNC Machinist , Slipways,1,22,5/4/2020
HI801485,Thomas,Rodriguez, Male,51,Foreman (Multiple Shifts) , Outfitting Docks,1,22,5/4/2020
HI050436,Michael,Johnson, Male,53,Foreman (Multiple Shifts) , Dry Docks,1,18,5/4/2020
HI172129,Michael,Garcia, Male,52,Foreman (Multiple Shifts) , Dry Docks,3,25,4/27/2020
HI396112,Mary,Miller, Female,51,CNC Machinist , Slipways,4,28,4/20/2020
HI115837,Richard,Williams, Male,58,Foreman (Multiple Shifts) , Cranes and Heavy Lifting Equipment,2,22,4/20/2020
HI169225,John,Jones, Male,56,Foreman (Multiple Shifts) , Fabrication Shops,2,28,4/20/2020
HI348227,Patricia,Miller, Female,23,Foreman (Multiple Shifts) , Slipways,3,22,4/13/2020
HI841194,Karen,Brown, Female,48,CNC Machinist , Administrative Offices,2,28,4/6/2020
HI251749,Jennifer,Jones, Female,63,Foreman (Multiple Shifts) , Cranes and Heavy Lifting Equipment,2,22,3/30/2020
HI770672,Sarah,Jones, Female,19,CNC Machinist , Fabrication Shops,2,25,3/23/2020
HI733212,Robert,Miller, Male,28,CNC Machinist , Paint Shops,2,18,3/9/2020
HI038653,Sarah,Johnson, Unknown,31,Foreman (Multiple Shifts) , Cranes and Heavy Lifting Equipment,3,28,3/9/2020
HI539244,Mary,Garcia, Female,18,Foreman (Multiple Shifts) , Slipways,2,22,3/9/2020
HI268358,William,Williams, Male,41,CNC Machinist , Paint Shops,1,25,3/2/2020
HI572670,Joseph,Martinez, Male,19,Foreman (Multiple Shifts) , Dry Docks,2,22,3/2/2020
HI524032,Karen,Johnson, Female,49,Foreman (Multiple Shifts) , Outfitting Docks,4,18,2/24/2020
HI606873,Linda,Brown, Unknown,57,CNC Machinist , Fabrication Shops,4,28,2/17/2020
